VERSION,5.2,AQUAtalk:V4.42,OS:V6.2,,,,,,,,,,,,,,,
LOGGER TYPE,AQUAlogger 310TYPT5 max50m ,,,,,,,,,,,,,,,,,
LOGGER,2554-327,,,,,,,,,,,,,,,,,
REGIME,,,,,,,,,,,,,,,,,,
REGIME TITLE, Logging Mode, Start At, Burst Mode, Interval, Samples Per Burst, Within Burst Sample Rate, Samples Per Average, Intermittent Logging, Hours per Day, Days per Month, Months per Year,,,,,,,
Sample,30/09/2024 19:06,23,9370521,5.427993,8388477,0.038687,12125309,19.090766,3127752,1.020359,0.3579,2141.300049,1896.86659,,0.136097,,3793.733154,
Sample,30/09/2024 19:06,23,9370476,5.427746,8388481,0.038709,12125242,19.091534,3127843,1.020389,0.1221,2138.699951,1894.668832,,0.136672,,3789.337646,
Sample,30/09/2024 19:06,23,9370456,5.427636,8388479,0.038698,12124944,19.094948,3127984,1.020436,0.1441,2138.699951,1894.668832,,0.137563,,3789.337646,
Sample,30/09/2024 19:07,23,9370804,5.429549,8388486,0.038736,12124654,19.09827,3127803,1.020376,1.6569,2150.100098,1904.304918,,0.136419,,3808.609863,
Sample,30/09/2024 19:07,23,9370692,5.428933,8388477,0.038687,12124516,19.099851,3128427,1.020581,0.1899,2137.300049,1893.48555,,0.14036,,3786.971191,
Sample,30/09/2024 19:07,23,9370641,5.428653,8388480,0.038703,12124265,19.102727,3127352,1.020228,13.247,2189.300049,1937.439065,,0.133566,,3874.878174,
Sample,30/09/2024 19:07,23,9370598,5.428416,8388484,0.038725,12124330,19.101983,3127375,1.020235,4.3488,2171.600098,1922.478006,,0.133712,,3844.956055,
Sample,30/09/2024 19:07,23,9370559,5.428202,8388479,0.038698,12124664,19.098156,3127104,1.020146,11.539,2186.300049,1934.903286,,0.131996,,3869.806641,
Sample,30/09/2024 19:07,23,9370901,5.430082,8388484,0.038725,12125574,19.08773,3127676,1.020334,3.1891,2172.899902,1923.576679,,0.135616,,3847.15332,
Sample,30/09/2024 19:07,23,9370766,5.42934,8388482,0.038714,12125499,19.088589,3127678,1.020335,3.1845,2173.5,1924.083917,,0.135629,,3848.167725,
Sample,30/09/2024 19:07,23,9370724,5.429109,8388485,0.038731,12125475,19.088864,3127666,1.020331,3.1884,2173.199951,1923.830298,,0.135553,,3847.660645,
Sample,30/09/2024 19:07,23,9370670,5.428812,8388480,0.038703,12125443,19.089231,3127745,1.020357,3.1879,2174.399902,1924.844569,,0.136052,,3849.689209,
Sample,30/09/2024 19:07,23,9370650,5.428702,8388479,0.038698,12125442,19.089242,3127730,1.020352,3.1846,2172.899902,1923.576679,,0.135958,,3847.15332,
Sample,30/09/2024 19:07,23,9370977,5.4305,8388476,0.038681,12131436,19.02059,3150751,1.027918,288.119995,71.919998,236.922238,,0.277147,,473.844482,
Sample,30/09/2024 19:07,23,9370825,5.429664,8388482,0.038714,12143406,18.883597,3183610,1.038717,49.451,-3.344,40.654207,,0.465733,,81.308411,
Sample,30/09/2024 19:07,23,9370755,5.42928,8388485,0.038731,12150371,18.80395,3205742,1.045991,33.764999,0.897,27.754917,,0.585839,,55.509834,
Sample,30/09/2024 19:07,23,9370721,5.429093,8388486,0.038736,12154001,18.762458,3221748,1.051253,35.951,11.190001,29.552562,,0.669818,,59.105122,
Sample,30/09/2024 19:07,23,9370702,5.428988,8388481,0.038709,12155896,18.740802,3232718,1.054859,39.467999,12.910001,32.444744,,0.726138,,64.889488,
Sample,30/09/2024 19:07,23,9371038,5.430835,8388480,0.038703,12159042,18.704858,3237534,1.056442,34.973999,19.23,28.749131,,0.750568,,57.49826,
Sample,30/09/2024 19:07,23,9370886,5.43,8388482,0.038714,12159097,18.70423,3237832,1.05654,35.086998,22.59,28.842055,,0.752074,,57.684109,
Sample,30/09/2024 19:07,23,9370828,5.429681,8388476,0.038681,12159123,18.703933,3238109,1.056631,34.138,21.32,28.061652,,0.753474,,56.123302,
Sample,30/09/2024 19:07,23,9370800,5.429527,8388478,0.038692,12159148,18.703647,3241181,1.057641,33.967999,22.83,27.921852,,0.768954,,55.843704,
Sample,30/09/2024 19:07,23,9370769,5.429356,8388479,0.038698,12159171,18.703384,3238655,1.05681,33.476002,24.610001,27.517261,,0.75623,,55.034523,
Sample,30/09/2024 19:07,23,9371087,5.431105,8388484,0.038725,12159012,18.705201,3238574,1.056784,31.007,23.860001,25.486892,,0.755821,,50.973785,
Sample,30/09/2024 19:07,23,9370940,5.430297,8388478,0.038692,12158893,18.70656,3238587,1.056788,30.911001,23.77,25.407948,,0.755887,,50.815895,
Sample,30/09/2024 19:07,23,9370876,5.429945,8388488,0.038747,12158842,18.707143,3238519,1.056765,30.960001,23.139999,25.448243,,0.755544,,50.896484,
Sample,30/09/2024 19:07,23,9370853,5.429818,8388481,0.038709,12158799,18.707634,3238511,1.056763,30.797001,24.1,25.314201,,0.755503,,50.628403,
Sample,30/09/2024 19:07,23,9370825,5.429664,8388479,0.038698,12158760,18.70808,3238451,1.056743,30.659,24.369999,25.200717,,0.7552,,50.401436,
Sample,30/09/2024 19:07,23,9371133,5.431358,8388482,0.038714,12158568,18.710273,3238659,1.056812,30.463001,25.639999,25.039538,,0.75625,,50.079075,
Sample,30/09/2024 19:07,23,9371004,5.430648,8388481,0.038709,12158445,18.711678,3238751,1.056842,30.893,25.59,25.393145,,0.756715,,50.786289,
Sample,30/09/2024 19:07,23,9370933,5.430258,8388482,0.038714,12158367,18.712569,3238823,1.056865,30.934,25.58,25.426861,,0.757078,,50.853722,
Sample,30/09/2024 19:07,23,9370901,5.430082,8388484,0.038725,12158302,18.713312,3238765,1.056846,30.914999,24.98,25.411236,,0.756785,,50.822472,
Sample,30/09/2024 19:07,23,9370851,5.429807,8388482,0.038714,12158226,18.71418,3238802,1.056859,30.836002,23.91,25.346274,,0.756972,,50.692547,
Sample,30/09/2024 19:08,23,9371170,5.431561,8388476,0.038681,12157920,18.717676,3239003,1.056925,29.496002,25.33,24.244332,,0.757986,,48.488667,
Sample,30/09/2024 19:08,23,9371035,5.430819,8388482,0.038714,12157762,18.719481,3239010,1.056927,29.435001,25.57,24.194169,,0.758021,,48.388336,
Sample,30/09/2024 19:08,23,9370976,5.430495,8388481,0.038709,12157669,18.720544,3239023,1.056931,29.423,27.35,24.1843,,0.758087,,48.368599,
Sample,30/09/2024 19:08,23,9370939,5.430291,8388477,0.038687,12157595,18.721389,3238933,1.056902,29.432001,25.27,24.191701,,0.757633,,48.383404,
Sample,30/09/2024 19:08,23,9370887,5.430005,8388481,0.038709,12157534,18.722086,3239177,1.056982,29.465,25.08,24.218838,,0.758863,,48.437675,
Sample,30/09/2024 19:08,23,9371217,5.43182,8388481,0.038709,12157335,18.72436,3239177,1.056982,29.413,25.950001,24.176076,,0.758863,,48.352154,
Sample,30/09/2024 19:08,23,9371058,5.430945,8388487,0.038742,12157240,18.725445,3239054,1.056941,29.419001,25.310001,24.181011,,0.758243,,48.362022,
Sample,30/09/2024 19:08,23,9371006,5.430659,8388484,0.038725,12157171,18.726234,3239138,1.056969,29.466,26.49,24.21966,,0.758667,,48.43932,
Sample,30/09/2024 19:08,23,9370960,5.430407,8388482,0.038714,12157120,18.726816,3239218,1.056995,29.498999,26.789999,24.246796,,0.75907,,48.493591,
Sample,30/09/2024 19:08,23,9370927,5.430225,8388482,0.038714,12157094,18.727114,3239204,1.056991,29.556,25.789999,24.293671,,0.759,,48.587341,
Sample,30/09/2024 19:08,23,9371245,5.431973,8388480,0.038703,12156988,18.728325,3239399,1.057055,29.691998,26.720001,24.405508,,0.759983,,48.811016,
Sample,30/09/2024 19:08,23,9371079,5.431061,8388481,0.038709,12156908,18.729239,3239429,1.057065,29.695002,24.26,24.407978,,0.760134,,48.815956,
Sample,30/09/2024 19:08,23,9371014,5.430703,8388479,0.038698,12156832,18.730107,3239563,1.057109,29.689999,25.99,24.403864,,0.760809,,48.807728,
Sample,30/09/2024 19:08,23,9370978,5.430506,8388477,0.038687,12156795,18.73053,3239473,1.057079,29.694,26.060001,24.407155,,0.760356,,48.814308,
Sample,30/09/2024 19:08,23,9370963,5.430423,8388484,0.038725,12156758,18.730953,3239353,1.05704,29.684,25.799999,24.398931,,0.759751,,48.797863,
Sample,30/09/2024 19:08,23,9371265,5.432083,8388484,0.038725,12156656,18.732118,3239499,1.057088,29.577999,27.189999,24.311762,,0.760487,,48.623524,
Sample,30/09/2024 19:08,23,9371123,5.431303,8388481,0.038709,12156568,18.733124,3239363,1.057043,29.557001,25.679998,24.294494,,0.759801,,48.588989,
Sample,30/09/2024 19:08,23,9371055,5.430929,8388485,0.038731,12156494,18.733969,3239363,1.057043,29.533001,24.969999,24.274758,,0.759801,,48.549515,
Sample,30/09/2024 19:08,23,9371006,5.430659,8388484,0.038725,12156449,18.734483,3239188,1.056985,29.528997,27.76,24.271466,,0.758919,,48.542931,
Sample,30/09/2024 19:08,23,9370971,5.430467,8388481,0.038709,12156434,18.734655,3239254,1.057007,29.513998,26.24,24.259131,,0.759252,,48.518261,
Sample,30/09/2024 19:08,23,9371297,5.432259,8388479,0.038698,12156319,18.735969,3239228,1.056999,29.832001,24.450001,24.520639,,0.759121,,49.041279,
Sample,30/09/2024 19:08,23,9371145,5.431424,8388482,0.038714,12156216,18.737146,3239130,1.056966,29.844,24.65,24.530506,,0.758626,,49.061012,
Sample,30/09/2024 19:08,23,9371091,5.431127,8388480,0.038703,12156165,18.737728,3239245,1.057004,29.811001,26.65,24.50337,,0.759206,,49.006741,
Sample,30/09/2024 19:08,23,9371029,5.430786,8388478,0.038692,12156135,18.738071,3239184,1.056984,29.804998,24.689999,24.498434,,0.758899,,48.996868,
Sample,30/09/2024 19:08,23,9370998,5.430615,8388483,0.03872,12156094,18.73854,3239167,1.056978,29.771999,23.710001,24.471297,,0.758813,,48.942593,
Sample,30/09/2024 19:08,23,9371304,5.432298,8388482,0.038714,12156014,18.739454,3239431,1.057065,29.498001,24.16,24.245976,,0.760144,,48.491951,
Sample,30/09/2024 19:08,23,9371175,5.431589,8388483,0.03872,12155939,18.740311,3239450,1.057072,29.446003,25.970001,24.203216,,0.76024,,48.406433,
Sample,30/09/2024 19:08,23,9371111,5.431237,8388482,0.038714,12155884,18.740939,3239596,1.05712,29.406,25.389999,24.17032,,0.760976,,48.340641,
Sample,30/09/2024 19:08,23,9371052,5.430912,8388477,0.038687,12155854,18.741282,3239372,1.057046,29.388998,24.4,24.156338,,0.759847,,48.312675,
Sample,30/09/2024 19:08,23,9371021,5.430742,8388483,0.03872,12155815,18.741728,3239488,1.057084,29.368999,24.889999,24.139892,,0.760431,,48.279785,
Sample,30/09/2024 19:09,23,9371325,5.432413,8388481,0.038709,12155777,18.742162,3239282,1.057016,29.327999,26.16,24.106176,,0.759393,,48.212353,
Sample,30/09/2024 19:09,23,9371179,5.431611,8388483,0.03872,12155702,18.743019,3239338,1.057035,29.334,24.369999,24.111111,,0.759675,,48.222221,
Sample,30/09/2024 19:09,23,9371100,5.431176,8388483,0.03872,12155640,18.743727,3239340,1.057035,29.378,24.85,24.147294,,0.759685,,48.29459,
Sample,30/09/2024 19:09,23,9371064,5.430978,8388479,0.038698,12155609,18.744082,3239318,1.057028,29.396002,23.91,24.162098,,0.759574,,48.324196,
Sample,30/09/2024 19:09,23,9371037,5.43083,8388479,0.038698,12155587,18.744333,3239502,1.057089,29.408001,25.75,24.171965,,0.760502,,48.343929,
Sample,30/09/2024 19:09,23,9371329,5.432435,8388479,0.038698,12155523,18.745064,3239712,1.057158,29.403997,25.9,24.168673,,0.76156,,48.337345,
Sample,30/09/2024 19:09,23,9371200,5.431726,8388478,0.038692,12155440,18.746013,3239695,1.057152,29.406,24.25,24.17032,,0.761475,,48.340641,
Sample,30/09/2024 19:09,23,9371150,5.431451,8388486,0.038736,12155395,18.746527,3239798,1.057186,29.4,25.01,24.165385,,0.761994,,48.330769,
Sample,30/09/2024 19:09,23,9371090,5.431121,8388474,0.03867,12155358,18.74695,3239904,1.057221,29.383001,25.670002,24.151407,,0.762528,,48.302814,
Sample,30/09/2024 19:09,23,9371041,5.430852,8388483,0.03872,12155319,18.747396,3239786,1.057182,29.372,24.549999,24.14236,,0.761933,,48.284718,
Sample,30/09/2024 19:09,23,9371349,5.432545,8388479,0.038698,12155265,18.748013,3239598,1.05712,29.327,25.369999,24.105354,,0.760986,,48.210709,
Sample,30/09/2024 19:09,23,9371198,5.431715,8388477,0.038687,12155181,18.748973,3239594,1.057119,29.323002,24.049999,24.102067,,0.760966,,48.204132,
Sample,30/09/2024 19:09,23,9371125,5.431314,8388480,0.038703,12155128,18.749578,3239650,1.057137,29.323002,24.360001,24.102067,,0.761248,,48.204132,
Sample,30/09/2024 19:09,23,9371080,5.431066,8388478,0.038692,12155096,18.749944,3239624,1.057129,29.317999,24.58,24.097952,,0.761117,,48.195904,
Sample,30/09/2024 19:09,23,9371057,5.43094,8388482,0.038714,12155076,18.750172,3239563,1.057109,29.317999,24.380001,24.097952,,0.760809,,48.195904,
Sample,30/09/2024 19:09,23,9371358,5.432595,8388482,0.038714,12155051,18.750458,3239714,1.057158,29.283001,24.17,24.069172,,0.76157,,48.138344,
Sample,30/09/2024 19:09,23,9371219,5.431831,8388484,0.038725,12154972,18.751361,3239947,1.057235,29.278,25.25,24.065059,,0.762744,,48.130119,
Sample,30/09/2024 19:09,23,9371146,5.431429,8388481,0.038709,12154932,18.751818,3240006,1.057254,29.282001,23.210001,24.06835,,0.763041,,48.1367,
Sample,30/09/2024 19:09,23,9371116,5.431264,8388479,0.038698,12154920,18.751955,3239977,1.057245,29.271002,24.119999,24.059305,,0.762895,,48.11861,
Sample,30/09/2024 19:09,23,9371056,5.430934,8388478,0.038692,12154907,18.752104,3240079,1.057278,29.26,23.98,24.050258,,0.763409,,48.100513,
Sample,30/09/2024 19:09,23,9371359,5.4326,8388480,0.038703,12154979,18.751281,3240158,1.057304,29.24,25.689999,24.03381,,0.763807,,48.067619,
Sample,30/09/2024 19:09,23,9371222,5.431847,8388480,0.038703,12154921,18.751944,3239979,1.057245,29.238998,24.74,24.032987,,0.762905,,48.065975,
Sample,30/09/2024 19:09,23,9371157,5.43149,8388485,0.038731,12154897,18.752218,3239985,1.057247,29.238001,24.139999,24.032167,,0.762936,,48.064335,
Sample,30/09/2024 19:09,23,9371130,5.431341,8388482,0.038714,12154900,18.752184,3239992,1.05725,29.228998,23.51,24.024763,,0.762971,,48.049526,
Sample,30/09/2024 19:09,23,9371060,5.430956,8388474,0.03867,12154894,18.752252,3239998,1.057252,29.245001,24.59,24.037923,,0.763001,,48.075848,
Sample,30/09/2024 19:09,23,9371372,5.432672,8388482,0.038714,12155065,18.750298,3240052,1.057269,29.303997,24.369999,24.086438,,0.763273,,48.172874,
Sample,30/09/2024 19:09,23,9371234,5.431913,8388482,0.038714,12155013,18.750892,3240187,1.057314,29.297001,23.52,24.080685,,0.763953,,48.161369,
Sample,30/09/2024 19:09,23,9371169,5.431556,8388482,0.038714,12155021,18.750801,3240151,1.057302,29.298,26.039999,24.081507,,0.763772,,48.163013,
Sample,30/09/2024 19:09,23,9371122,5.431297,8388479,0.038698,12155015,18.750869,3240330,1.057361,29.299999,22.41,24.083151,,0.764673,,48.166302,
Sample,30/09/2024 19:09,23,9371092,5.431132,8388476,0.038681,12155024,18.750767,3238966,1.056912,29.292999,23.82,24.077394,,0.757799,,48.154789,
Sample,30/09/2024 19:10,23,9371374,5.432683,8388473,0.038665,12155244,18.748253,3238798,1.056857,29.288,24.42,24.073283,,0.756952,,48.146564,
Sample,30/09/2024 19:10,23,9371241,5.431951,8388483,0.03872,12155214,18.748595,3238771,1.056848,29.291,24.91,24.07575,,0.756815,,48.151501,
Sample,30/09/2024 19:10,23,9371164,5.431528,8388484,0.038725,12155187,18.748904,3238704,1.056826,29.291,24.049999,24.07575,,0.756477,,48.151501,
Sample,30/09/2024 19:10,23,9371136,5.431374,8388477,0.038687,12155193,18.748835,3238664,1.056813,29.296001,25.42,24.079863,,0.756276,,48.159725,
Sample,30/09/2024 19:10,23,9371098,5.431165,8388479,0.038698,12155236,18.748344,3238675,1.056817,29.298,25,24.081507,,0.756331,,48.163013,
Sample,30/09/2024 19:10,23,9371381,5.432721,8388478,0.038692,12155445,18.745956,3238704,1.056826,29.311001,23.369999,24.092198,,0.756477,,48.184395,
Sample,30/09/2024 19:10,23,9371240,5.431946,8388481,0.038709,12155390,18.746584,3238693,1.056823,29.309,24.18,24.090552,,0.756422,,48.181103,
Sample,30/09/2024 19:10,23,9371192,5.431682,8388475,0.038676,12155385,18.746641,3238662,1.056812,29.303997,23.360001,24.086438,,0.756265,,48.172874,
Sample,30/09/2024 19:10,23,9371116,5.431264,8388480,0.038703,12155397,18.746504,3238703,1.056826,29.304998,22.99,24.087262,,0.756472,,48.174522,
Sample,30/09/2024 19:10,23,9371090,5.431121,8388478,0.038692,12155420,18.746241,3238628,1.056801,29.309,24.02,24.090552,,0.756094,,48.181103,
Sample,30/09/2024 19:10,23,9371376,5.432694,8388478,0.038692,12155609,18.744082,3238519,1.056765,29.326,23.639999,24.104532,,0.755544,,48.209064,
Sample,30/09/2024 19:10,23,9371221,5.431842,8388480,0.038703,12155552,18.744733,3238637,1.056804,29.348001,24.67,24.122625,,0.756139,,48.245251,
Sample,30/09/2024 19:10,23,9371163,5.431523,8388479,0.038698,12155559,18.744653,3238541,1.056773,29.358002,24.119999,24.130849,,0.755655,,48.261696,
Sample,30/09/2024 19:10,23,9371118,5.431275,8388483,0.03872,12155562,18.744619,3238581,1.056786,29.379999,23.119999,24.148938,,0.755857,,48.297874,
Sample,30/09/2024 19:10,23,9371109,5.431226,8388479,0.038698,12155581,18.744402,3238644,1.056807,29.383999,23.049999,24.152227,,0.756175,,48.304455,
Sample,30/09/2024 19:10,23,9371385,5.432743,8388480,0.038703,12155748,18.742493,3238684,1.05682,29.49,22.789999,24.239396,,0.756376,,48.478794,
Sample,30/09/2024 19:10,23,9371239,5.43194,8388480,0.038703,12155693,18.743122,3238799,1.056858,29.488998,25.610001,24.238573,,0.756957,,48.477146,
Sample,30/09/2024 19:10,23,9371177,5.4316,8388484,0.038725,12155683,18.743236,3238672,1.056816,29.501999,24.27,24.249264,,0.756316,,48.498528,
Sample,30/09/2024 19:10,23,9371114,5.431253,8388481,0.038709,12155691,18.743145,3238722,1.056832,29.513998,23.799999,24.259131,,0.756568,,48.518261,
Sample,30/09/2024 19:10,23,9371106,5.431209,8388478,0.038692,12155700,18.743042,3238755,1.056843,29.514999,26.35,24.259955,,0.756735,,48.519909,
Sample,30/09/2024 19:10,23,9371378,5.432705,8388484,0.038725,12155846,18.741373,3238873,1.056882,29.567999,24.58,24.303538,,0.75733,,48.607079,
Sample,30/09/2024 19:10,23,9371230,5.431891,8388487,0.038742,12155810,18.741785,3238761,1.056845,29.577999,23.73,24.311762,,0.756765,,48.623524,
Sample,30/09/2024 19:10,23,9371180,5.431616,8388478,0.038692,12155782,18.742105,3238584,1.056787,29.587,23.68,24.319164,,0.755872,,48.638329,
Sample,30/09/2024 19:10,23,9371120,5.431286,8388482,0.038714,12155772,18.742219,3238688,1.056821,29.585001,23.710001,24.31752,,0.756397,,48.63504,
