VERSION,5.2,AQUAtalk:V4.42,OS:V6.2
LOGGER TYPE,AQUAlogger 310TYPT5 max50m 
LOGGER,2554-327
REGIME
REGIME TITLE, Logging Mode, Start At, Burst Mode, Interval, Samples Per Burst, Within Burst Sample Rate, Samples Per Average, Intermittent Logging, Hours per Day, Days per Month, Months per Year
Pilot 7 April 2023, Triggered Logging, NA, Disabled, 10.000000 Seconds,NA, NA, 1, Disabled, NA, NA, NA, NA
[LOGGER CHANNEL 0],Disabled


[LOGGER CHANNEL 1],Disabled


[LOGGER CHANNEL 2],Battery        ,06/03/2023
COEFFS, -46.089977, 5.4978768e-06, 0, 0, 0
Channel Setup, Not Averaged, Gain x1, Interval Multiplier x1
[LOGGER CHANNEL 3],Ext Power      ,06/03/2023
COEFFS, -45.999802, 5.4883012e-06, 0, 0, 0
Channel Setup, Not Averaged, Gain x1, Interval Multiplier x1
[LOGGER CHANNEL 4],Temperature    ,13/03/2023
COEFFS, 967.58575, -0.00022002781, 1.9068084e-11, -7.0580938e-19, 8.0592888e-27
Channel Setup, Not Averaged, Gain x1, Interval Multiplier x1
[LOGGER CHANNEL 5],Pressure       ,09/03/2023
COEFFS, -0.0026125142, 3.2540086e-07, 5.6441919e-16, -1.0555092e-23, 0
Channel Setup, Not Averaged, Gain x1, Interval Multiplier x1
[LOGGER CHANNEL 6],Turbidity,09/03/2023
COEFFS Raw1, -0.011529949, 0.82234406, 0, 0, 0,COEFFS Raw2, 86.911514, 0.8452599, 0, 0, 0,Transition Raw2,1080.2458
Channel Setup, Not Averaged, Gain x1, Interval Multiplier x1
[LOGGER CHANNEL 7],Disabled


[LOGGER CHANNEL 8],Depth       ,Not Calibrated
COEFFS, 51.507366, 1.0135, 1, 0, 0
Channel Setup, Not Averaged, Gain x5
[LOGGER CHANNEL 9],SSC         ,User Cal Req'd
COEFFS, 0, 2, 0, 0, 0
Channel Setup, Not Averaged, Gain x1
START TIME, 05/04/2023 14:51:06
STOP TIME, 05/04/2023 15:18:11
HEADING, Timecode,,Battery        , , Ext Power      , , Temperature    , , Pressure       , , Turbidity, , , Depth       , , SSC         , , 
Sample,05/04/2023 15:07:23,0,9447116,5.849103,8388481,0.038709,12205522,18.174866,3171707,1.034805,0.149600,2477.399902,2180.958320,,0.398967,,4361.916504,
Sample,05/04/2023 15:07:33,0,9447101,5.849020,8388484,0.038725,12205688,18.172976,3171848,1.034851,0.150400,2477.100098,2180.704907,,0.399768,,4361.409668,
Sample,05/04/2023 15:07:43,0,9447085,5.848932,8388478,0.038692,12205819,18.171485,3171610,1.034773,0.154700,2476.800049,2180.451288,,0.398416,,4360.902344,
Sample,05/04/2023 15:07:53,0,9447076,5.848883,8388477,0.038687,12206207,18.167069,3171671,1.034793,0.147900,2477.399902,2180.958320,,0.398763,,4361.916504,
Sample,05/04/2023 15:08:03,0,9447070,5.848850,8388481,0.038709,12205776,18.171975,3171768,1.034825,0.157700,2478.100098,2181.550167,,0.399314,,4363.100098,
Sample,05/04/2023 15:08:13,0,9447059,5.848790,8388484,0.038725,12205212,18.178394,3171699,1.034802,0.159800,2478.600098,2181.972797,,0.398922,,4363.945801,
Sample,05/04/2023 15:08:23,0,9447044,5.848707,8388476,0.038681,12204759,18.183550,3171831,1.034846,0.159800,2479.300049,2182.564438,,0.399671,,4365.128906,
Sample,05/04/2023 15:08:33,0,9447035,5.848658,8388476,0.038681,12204325,18.188491,3171757,1.034821,0.156800,2477.500000,2181.042929,,0.399251,,4362.085938,
Sample,05/04/2023 15:08:43,0,9447028,5.848619,8388481,0.038709,12204166,18.190300,3171704,1.034804,0.156500,2477.000000,2180.620299,,0.398950,,4361.240723,
Sample,05/04/2023 15:08:53,0,9447065,5.848822,8388478,0.038692,12204069,18.191405,3171668,1.034792,0.104500,2478.500000,2181.888188,,0.398746,,4363.776367,
Sample,05/04/2023 15:09:03,0,9447003,5.848482,8388480,0.038703,12204014,18.192031,3171523,1.034744,0.117800,2477.699951,2181.211939,,0.397922,,4362.423828,
Sample,05/04/2023 15:09:13,0,9446980,5.848355,8388481,0.038709,12203978,18.192441,3171389,1.034700,8.237200,2500.300049,2200.314896,,0.397161,,4400.629883,
Sample,05/04/2023 15:09:23,0,9447017,5.848559,8388475,0.038676,12203793,18.194546,3171331,1.034681,0.252000,2476.300049,2180.028658,,0.396831,,4360.057129,
Sample,05/04/2023 15:09:33,0,9446967,5.848284,8388476,0.038681,12204177,18.190175,3171428,1.034713,1.450000,2496.100098,2196.764845,,0.397382,,4393.529785,
Sample,05/04/2023 15:09:43,0,9446970,5.848300,8388479,0.038698,12206203,18.167115,3171294,1.034669,14.051999,2529.500000,2224.996444,,0.396621,,4449.992676,
Sample,05/04/2023 15:09:53,0,9446944,5.848157,8388481,0.038709,12205666,18.173227,3172742,1.035145,0.060800,2491.199951,2192.622948,,0.404838,,4385.246094,
Sample,05/04/2023 15:10:03,0,9446903,5.847932,8388483,0.038720,12205856,18.171064,3172583,1.035093,0.121500,2491.600098,2192.961176,,0.403937,,4385.922363,
Sample,05/04/2023 15:10:13,0,9446909,5.847965,8388478,0.038692,12205795,18.171758,3171599,1.034769,0.125400,2493.000000,2194.144457,,0.398354,,4388.289062,
Sample,05/04/2023 15:10:23,0,9446907,5.847954,8388480,0.038703,12205006,18.180739,3171677,1.034795,0.136500,2491.500000,2192.876567,,0.398797,,4385.752930,
Sample,05/04/2023 15:10:33,0,9446922,5.848036,8388482,0.038714,12205738,18.172407,3172468,1.035055,0.117600,2491.399902,2192.791959,,0.403285,,4385.583984,
Sample,05/04/2023 15:10:43,0,9446898,5.847904,8388477,0.038687,12205323,18.177131,3171499,1.034736,0.109600,2492.100098,2193.383806,,0.397786,,4386.767578,
Sample,05/04/2023 15:10:53,0,9446878,5.847794,8388474,0.038670,12204907,18.181866,3171792,1.034833,0.102800,2494.500000,2195.412347,,0.399450,,4390.824707,
Sample,05/04/2023 15:11:03,0,9446875,5.847778,8388483,0.038720,12204859,18.182412,3170328,1.034352,0.206300,2490.199951,2191.777688,,0.391125,,4383.555176,
Sample,05/04/2023 15:11:13,0,9446864,5.847717,8388483,0.038720,12204545,18.185986,3170414,1.034380,1.773600,2488.399902,2190.256179,,0.391614,,4380.512207,
Sample,05/04/2023 15:11:23,0,9446885,5.847833,8388479,0.038698,12205287,18.177540,3171750,1.034819,0.072800,2496.199951,2196.849248,,0.399211,,4393.698730,
Sample,05/04/2023 15:11:33,0,9446869,5.847745,8388480,0.038703,12205479,18.175355,3171629,1.034779,0.117000,2493.500000,2194.567087,,0.398524,,4389.134277,
Sample,05/04/2023 15:11:43,0,9446861,5.847701,8388483,0.038720,12205780,18.171929,3171372,1.034695,26.312000,2573.699951,2262.356890,,0.397064,,4524.713867,
Sample,05/04/2023 15:11:53,0,9446807,5.847404,8388480,0.038703,12208015,18.146493,3172075,1.034926,0.060900,2493.899902,2194.905108,,0.401056,,4389.810059,
Sample,05/04/2023 15:12:03,0,9446839,5.847580,8388483,0.038720,12208098,18.145548,3172252,1.034984,0.072300,2495.300049,2196.088596,,0.402060,,4392.177246,
Sample,05/04/2023 15:12:13,0,9446799,5.847360,8388477,0.038687,12205717,18.172646,3173055,1.035248,0.055900,2500.000000,2200.061276,,0.406611,,4400.122559,
Sample,05/04/2023 15:12:23,0,9446793,5.847327,8388478,0.038692,12206276,18.166284,3172107,1.034936,0.066400,2492.899902,2194.059849,,0.401238,,4388.119629,
Sample,05/04/2023 15:12:33,0,9446776,5.847234,8388482,0.038714,12208237,18.143967,3171992,1.034898,0.208000,2494.500000,2195.412347,,0.400585,,4390.824707,
Sample,05/04/2023 15:12:43,0,9446772,5.847212,8388480,0.038703,12207487,18.152502,3171947,1.034884,0.067300,2493.600098,2194.651696,,0.400330,,4389.303223,
Sample,05/04/2023 15:12:53,0,9446769,5.847195,8388481,0.038709,12207818,18.148735,3172011,1.034905,0.069800,2496.899902,2197.440888,,0.400693,,4394.881836,
Sample,05/04/2023 15:17:33,0,9443396,5.828651,8388480,0.038703,12188125,18.373010,3171307,1.034673,0.184300,2493.199951,2194.313468,,0.396695,,4388.626953,
Sample,05/04/2023 15:17:43,0,9442385,5.823092,8388486,0.038736,12187647,18.378458,3171275,1.034663,0.195300,2492.699951,2193.890838,,0.396513,,4387.781738,
Sample,05/04/2023 15:17:53,0,9442238,5.822284,8388477,0.038687,12187479,18.380373,3171307,1.034673,0.189000,2493.000000,2194.144457,,0.396695,,4388.289062,
Sample,05/04/2023 15:18:03,0,9442152,5.821811,8388483,0.038720,12187277,18.382675,3171244,1.034653,0.186000,2493.500000,2194.567087,,0.396337,,4389.134277,
