IMPORTANT DETAIL,,,,,,,,,,,,,,,,
"In order to insert a suggestion that uses a PivotTable or formula, your data was organized in columns with a single header row.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,Date & time,Field2,Field3,Field4,Field5,Temperature oC,Field7,Field8,Field9,Depth,Field10,Turbidity,Field12,,,mg/l
,25/04/2023 15:03,23,,,12830124,11.157536,5563189,1.823305,3.2617,9.37905,-70.889999,2.670709,,,,5.341419
,25/04/2023 15:03,23,,,12830034,11.158544,5619737,1.842007,2.8754,9.577305,-72.639999,2.353038,,,,4.706076
,25/04/2023 15:03,23,,,12830223,11.156426,5769568,1.891571,3.9519,10.102322,-69.849998,3.238292,,,,6.476583
,25/04/2023 15:03,23,,,12830929,11.148515,5774343,1.893151,7.1031,10.119048,-70.379997,5.829662,,,,11.659324
,25/04/2023 15:03,23,,,12830885,11.149008,5760949,1.888719,4.4115,10.072131,-68.370003,3.616241,,,,7.232482
,25/04/2023 15:03,23,9415746,5.676634,12830767,11.15033,5667374,1.857763,2.5481,9.74427,-71.610001,2.083885,,,,4.16777
,25/04/2023 15:03,23,,,12830542,11.152852,5676021,1.860623,2.8133,9.774573,-69.509995,2.301971,,,,4.603941
,25/04/2023 15:03,23,,,12830695,11.151137,5699047,1.86824,2.237,9.85526,-73.529999,1.828054,,,,3.656107
,25/04/2023 15:03,23,,,12830730,11.150745,5689897,1.865214,2.9697,9.823198,-70.690002,2.430585,,,,4.861171
,25/04/2023 15:03,23,,,12830730,11.150745,5613697,1.840009,3.1569,9.556132,-73.509995,2.584528,,,,5.169056
,25/04/2023 15:03,23,,,12830581,11.152415,5490361,1.799223,3.5514,9.123619,-71.580002,2.908943,,,,5.817885
,25/04/2023 15:03,23,,,12830973,11.148022,5507030,1.804734,3.5442,9.182092,-72.490005,2.903022,,,,5.806043
,25/04/2023 15:03,23,,,12830991,11.14782,5509468,1.80554,2.7372,9.190644,-69.740005,2.23939,,,,4.47878
,25/04/2023 15:03,23,,,12830594,11.152269,5493809,1.800363,2.9264,9.135714,-71.25,2.394977,,,,4.789955
,25/04/2023 15:03,23,,,12830130,11.157468,5514662,1.807258,3.1287,9.208863,-72.659996,2.561338,,,,5.122675
,25/04/2023 15:03,23,,,12829949,11.159497,5512709,1.806612,2.0466,9.202013,-71.330002,1.671479,,,,3.342959
,25/04/2023 15:03,23,,,12829811,11.161043,5484198,1.797185,3.7332,9.101997,-73.409996,3.058445,,,,6.11689
,25/04/2023 15:03,23,,,12830301,11.155552,5284594,1.731204,2.6938,8.401214,-74.759995,2.2037,,,,4.407401
,25/04/2023 15:03,23,,,12831038,11.147294,5288216,1.732401,2.5376,8.41394,-73.009995,2.07525,,,,4.150501
,25/04/2023 15:03,23,,,12831250,11.144918,5294462,1.734465,3.0908,8.435886,-70.75,2.530171,,,,5.060342
,25/04/2023 15:03,23,,,12831224,11.145209,5278977,1.729347,2.1821,8.381477,-73.419998,1.782907,,,,3.565814
,25/04/2023 15:03,23,,,12831014,11.147562,5290904,1.733289,4.1318,8.423385,-72.849998,3.386231,,,,6.772463
,25/04/2023 15:03,23,,,12830818,11.149759,5301487,1.736787,1.8849,8.460567,-73.25,1.538506,,,,3.077013
,25/04/2023 15:03,23,,,12830951,11.148268,5093495,1.668063,2.3055,7.729107,-71.220001,1.884384,,,,3.768769
,25/04/2023 15:03,23,,,12831505,11.14206,5047689,1.652933,2.9659,7.567792,-73.870003,2.42746,,,,4.85492
,25/04/2023 15:03,23,9415621,5.675947,12832027,11.136211,5051760,1.654278,2.5125,7.582132,-70.520004,2.05461,,,,4.109219
,25/04/2023 15:03,23,,,12831888,11.137768,5079782,1.663534,3.7465,7.680824,-71.540001,3.069382,,,,6.138764
,25/04/2023 15:03,23,,,12831797,11.138788,5051807,1.654293,2.861,7.582298,-73.159996,2.341196,,,,4.682393
,25/04/2023 15:03,23,,,12831472,11.14243,5076845,1.662564,2.2868,7.670481,-73.150002,1.869006,,,,3.738013
,25/04/2023 15:03,23,,,12831551,11.141545,4945488,1.619181,2.6175,7.207514,-73.370003,2.140955,,,,4.281911
,25/04/2023 15:03,23,,,12831747,11.139348,4774459,1.562718,3.1345,6.603305,-71.68,2.566108,,,,5.132215
,25/04/2023 15:03,23,,,12831620,11.140772,4798437,1.570633,2.6036,6.688126,-73.949997,2.129525,,,,4.25905
,25/04/2023 15:03,23,,,12831290,11.14447,4796127,1.56987,3.1056,6.679957,-73.43,2.542342,,,,5.084683
,25/04/2023 15:03,23,,,12830787,11.150106,4811067,1.574802,4.2245,6.732789,-70.970001,3.462463,,,,6.924925
,25/04/2023 15:04,23,,,12830620,11.151978,4828296,1.580489,3.5174,6.793697,-72.740005,2.880983,,,,5.761966
,25/04/2023 15:04,23,,,12830551,11.152751,4778135,1.563931,3.0585,6.616311,-73,2.503609,,,,5.007219
,25/04/2023 15:04,23,,,12830312,11.155429,4493715,1.470086,2.4411,5.606638,-71.440002,1.995894,,,,3.991788
,25/04/2023 15:04,23,,,12831297,11.144391,4529808,1.481991,2.9069,5.7352,-74.370003,2.378942,,,,4.757884
,25/04/2023 15:04,23,,,12831980,11.136737,4539747,1.48527,3.6354,5.770577,-73.279999,2.978019,,,,5.956038
,25/04/2023 15:04,23,,,12831923,11.137376,4549156,1.488374,3.931,5.804057,-72.770004,3.221105,,,,6.44221
,25/04/2023 15:04,23,,,12831884,11.137813,4569385,1.495047,2.2725,5.876008,-73.209999,1.857247,,,,3.714494
,25/04/2023 15:04,23,,,12831768,11.139113,4524612,1.480277,2.1909,5.716701,-72.400002,1.790144,,,,3.580287
,25/04/2023 15:04,23,,,12831524,11.141847,4367152,1.428348,3.058,5.154545,-73.25,2.503198,,,,5.006396
,25/04/2023 15:04,23,,,12831097,11.146632,4279090,1.399315,3.0112,4.838592,-71.68,2.464712,,,,4.929425
,25/04/2023 15:04,23,,,12830399,11.154454,4275097,1.397999,2.8454,4.824234,-73.93,2.328368,,,,4.656735
,25/04/2023 15:04,23,9415511,5.675342,12829831,11.160819,4268513,1.395828,2.8525,4.800554,-74.120003,2.334206,,,,4.668413
,25/04/2023 15:04,23,,,12829509,11.164427,4274404,1.39777,2.042,4.821742,-72.490005,1.667697,,,,3.335393
,25/04/2023 15:04,23,,,12829631,11.16306,4288890,1.402546,2.6134,4.873817,-72.889999,2.137584,,,,4.275168
,25/04/2023 15:04,23,,,12829902,11.160023,4050748,1.324064,2.8315,4.012029,-71.599998,2.316937,,,,4.633874
,25/04/2023 15:04,23,,,12830002,11.158903,4006575,1.309512,3.0185,3.850532,-73.080002,2.470716,,,,4.941432
,25/04/2023 15:04,23,,,12830029,11.1586,4010553,1.310822,2.5201,3.865102,-71.629997,2.060859,,,,4.121719
,25/04/2023 15:04,23,,,12829670,11.162623,4010693,1.310869,4.2472,3.865614,-73.75,3.48113,,,,6.96226
,25/04/2023 15:04,23,,,12829451,11.165077,4015125,1.312329,2.698,3.88184,-72.979996,2.207154,,,,4.414309
,25/04/2023 15:04,23,,,12829166,11.16827,3988585,1.303586,3.0331,3.784575,-70.690002,2.482722,,,,4.965444
,25/04/2023 15:04,23,,,12828649,11.174064,3706646,1.21075,2.5019,2.731335,-71.309998,2.045893,,,,4.091785
,25/04/2023 15:04,23,,,12827068,11.191779,3758155,1.227706,2.8696,2.927229,-73.779999,2.348269,,,,4.696537
,25/04/2023 15:04,23,,,12826002,11.203723,3762567,1.229158,2.1403,2.943919,-71.529999,1.748533,,,,3.497066
,25/04/2023 15:04,23,,,12825649,11.207678,3763156,1.229352,4.088,2.946146,-71.709999,3.350212,,,,6.700425
,25/04/2023 15:04,23,,,12825806,11.205919,3768418,1.231084,2.0651,2.966032,-72.220001,1.686693,,,,3.373386
,25/04/2023 15:04,23,,,12825454,11.209863,3556634,1.161384,1.8676,2.146838,-72.490005,1.52428,,,,3.048559
,25/04/2023 15:04,23,,,12818974,11.282462,3446772,1.125243,1.8641,1.699123,-72.809998,1.521402,,,,3.042803
,25/04/2023 15:04,23,,,12810330,11.379288,3484286,1.137583,1.965,1.854484,-72.300003,1.604376,,,,3.208752
,25/04/2023 15:04,23,,,12805087,11.438009,3480593,1.136368,2.1891,1.839317,-73.050003,1.788663,,,,3.577327
,25/04/2023 15:04,23,,,12802955,11.461885,3485276,1.137909,2.3883,1.858545,-72.229996,1.952474,,,,3.904949
,25/04/2023 15:04,23,,,12802371,11.468425,3483600,1.137357,2.2757,1.851669,-71.949997,1.859879,,,,3.719757
,25/04/2023 15:04,23,9415418,5.674831,12802388,11.468235,3454935,1.127928,2.2988,1.733183,-72.150002,1.878875,,,,3.757749
,25/04/2023 15:04,23,,,12802104,11.471415,3270957,1.067429,2.1514,0.915685,-66.709999,1.757661,,,,3.515322
,25/04/2023 15:04,23,,,12800888,11.485032,3316829,1.082511,2.1568,1.131755,-73.669998,1.762102,,,,3.524204
,25/04/2023 15:04,23,,,12800039,11.49454,3300779,1.077234,1.8241,1.057366,-73.169998,1.488508,,,,2.977016
,25/04/2023 15:04,23,,,12799811,11.497093,3289431,1.073503,3.4239,1.004014,-73.479996,2.804094,,,,5.608188
,25/04/2023 15:04,23,,,12799821,11.496981,3290856,1.073971,2.2124,1.01075,-72.590004,1.807824,,,,3.615648
,25/04/2023 15:04,23,,,12799868,11.496455,3252842,1.061474,2.5239,0.827112,-73.470001,2.063984,,,,4.127968
,25/04/2023 15:04,23,,,12813047,11.348855,3449580,1.126167,5.9456,1.710856,-55.190002,4.877799,,,,9.755598
,25/04/2023 15:04,23,,,12810807,11.373945,3567923,1.165098,2.325,2.19173,-71.860001,1.90042,,,,3.80084
,25/04/2023 15:04,23,,,12811386,11.36746,3627470,1.184692,2.1839,2.425849,-72.139999,1.784387,,,,3.568774
,25/04/2023 15:04,23,,,12814690,11.330452,3793099,1.23921,2.6624,3.059064,-73.349998,2.177879,,,,4.355757
,25/04/2023 15:04,23,,,12819842,11.272738,3998671,1.306908,2.1897,3.821567,-72.470001,1.789157,,,,3.578314
,25/04/2023 15:04,23,,,12824110,11.224921,4199098,1.372948,2.3021,4.550384,-71.279999,1.881588,,,,3.763176
,25/04/2023 15:04,23,,,12828167,11.179465,4395290,1.437626,3.297,5.255244,-71.520004,2.699739,,,,5.399477
,25/04/2023 15:04,23,,,12831060,11.147047,4618042,1.5111,2.3174,6.048904,-72.520004,1.89417,,,,3.78834
,25/04/2023 15:04,23,9415330,5.674347,12832630,11.129453,4810770,1.574704,2.3071,6.731739,-73.040001,1.8857,,,,3.7714
,25/04/2023 15:04,23,,,12833673,11.117765,4998554,1.636705,2.6681,7.394646,-70.729996,2.182566,,,,4.365132
,25/04/2023 15:04,23,,,12834357,11.1101,5147062,1.685759,2.8661,7.917643,-72.159996,2.34539,,,,4.690781
,25/04/2023 15:04,23,,,12834707,11.106177,5290428,1.733132,2.7571,8.421712,-73.970001,2.255755,,,,4.51151
,25/04/2023 15:04,23,,,12835112,11.101638,5392352,1.76682,3.7162,8.779672,-69.979996,3.044465,,,,6.08893
,25/04/2023 15:04,23,,,12835183,11.100843,5599406,1.835282,3.1183,9.506032,-72.229996,2.552786,,,,5.105571
,25/04/2023 15:04,23,,,12835022,11.102647,5704434,1.870022,4.8061,9.874136,-72.169998,3.940738,,,,7.881475
,25/04/2023 15:05,23,,,12834878,11.104261,5710889,1.872158,6.0754,9.896753,-70.870003,4.984539,,,,9.969078
,25/04/2023 15:05,23,,,12835275,11.099812,5700611,1.868758,5.1899,9.86074,-71.830002,4.256353,,,,8.512707
,25/04/2023 15:05,23,,,12835472,11.097604,5659833,1.855269,4.5706,9.717842,-70.860001,3.747076,,,,7.494152
,25/04/2023 15:05,23,,,12835475,11.09757,5617691,1.84133,3.9376,9.570133,-71.590004,3.226532,,,,6.453064
,25/04/2023 15:05,23,,,12835346,11.099016,5576118,1.827581,3.9582,9.424384,-72.090004,3.243472,,,,6.486945
,25/04/2023 15:05,23,,,12835169,11.101,5534461,1.813805,6.7735,9.278305,-72.449997,5.558618,,,,11.117235
,25/04/2023 15:05,23,,,12835228,11.100338,5514512,1.807208,3.7391,9.208337,-72.82,3.063297,,,,6.126594
,25/04/2023 15:05,23,9415183,5.673539,12835109,11.101672,5455455,1.787682,3.8696,9.001149,-73.740005,3.170613,,,,6.341226
,25/04/2023 15:05,23,,,12835031,11.102546,5465937,1.791147,2.6314,9.037929,-71.620003,2.152386,,,,4.304772
,25/04/2023 15:05,23,,,12835087,11.101919,5430702,1.779498,3.011,8.914284,-74.150002,2.464548,,,,4.929096
,25/04/2023 15:05,23,,,12834978,11.10314,5331986,1.746867,2.3675,8.567702,-73.889999,1.935369,,,,3.870739
,25/04/2023 15:05,23,,,12834838,11.104709,5308240,1.739018,4.0919,8.484291,-72.43,3.35342,,,,6.706839
,25/04/2023 15:05,23,,,12835046,11.102378,5304540,1.737796,3.939,8.471292,-71.909996,3.227683,,,,6.455367
,25/04/2023 15:05,23,,,12835121,11.101537,5300324,1.736402,3.5697,8.456481,-72.580002,2.923991,,,,5.847983
,25/04/2023 15:05,23,,,12835181,11.100865,5202808,1.704178,3.1308,8.11373,-71.82,2.563065,,,,5.12613
,25/04/2023 15:05,23,,,12835106,11.101706,5126689,1.679029,2.9083,7.845952,-71.650002,2.380093,,,,4.760187
,25/04/2023 15:05,23,,,12834954,11.103409,5111954,1.674161,2.232,7.794089,-72.199997,1.823942,,,,3.647884
,25/04/2023 15:05,23,,,12834735,11.105863,5098971,1.669872,2.3441,7.748386,-72.900002,1.916127,,,,3.832253
,25/04/2023 15:05,23,,,12834466,11.108878,4969350,1.627061,3.7476,7.291679,-71.900002,3.070287,,,,6.140574
,25/04/2023 15:05,23,,,12834422,11.109371,4896721,1.603079,3.4196,7.035411,-71.970001,2.800558,,,,5.601116
,25/04/2023 15:05,23,,,12834822,11.104888,4893858,1.602134,2.9265,7.025303,-72.43,2.39506,,,,4.79012
,25/04/2023 15:05,23,,,12834959,11.103353,4872914,1.595219,2.9253,6.951344,-71.509995,2.394073,,,,4.788146
,25/04/2023 15:05,23,,,12834975,11.103174,4706964,1.540442,3.0243,6.364319,-73.540001,2.475485,,,,4.950971
,25/04/2023 15:05,23,,,12834603,11.107343,4706603,1.540323,3.6879,6.36304,-71.900002,3.021193,,,,6.042385
,25/04/2023 15:05,23,,,12834476,11.108766,4716009,1.543427,1.9173,6.396366,-72.18,1.56515,,,,3.130301
,25/04/2023 15:05,23,,,12834534,11.108116,4718991,1.544411,3.0618,6.40693,-71.599998,2.506323,,,,5.012646
,25/04/2023 15:05,23,,,12834642,11.106906,4499258,1.471914,2.6106,5.626392,-73.080002,2.135281,,,,4.270563
,25/04/2023 15:05,23,9415107,5.673121,12834865,11.104406,4471512,1.462763,4.3979,5.527477,-75.25,3.605057,,,,7.210114
,25/04/2023 15:05,23,,,12834928,11.1037,4470476,1.462421,1.962,5.523782,-71.479996,1.601909,,,,3.203818
,25/04/2023 15:05,23,,,12834757,11.105617,4448600,1.455206,2.8731,5.445725,-73.75,2.351147,,,,4.702293
,25/04/2023 15:05,23,,,12834556,11.107869,4189571,1.369808,3.0948,4.515971,-73.909996,2.533461,,,,5.066921
,25/04/2023 15:05,23,,,12833734,11.117081,4207409,1.375687,5.6385,4.580388,-69.309998,4.625257,,,,9.250514
,25/04/2023 15:05,23,,,12833020,11.125083,4170437,1.363502,2.7574,4.446797,-72.82,2.256002,,,,4.512003
,25/04/2023 15:05,23,,,12831940,11.137186,3923922,1.282288,2.5387,3.546506,-74.639999,2.076155,,,,4.152309
,25/04/2023 15:05,23,,,12830104,11.15776,3934844,1.285885,2.6345,3.586833,-72.809998,2.154936,,,,4.309871
,25/04/2023 15:05,23,,,12828364,11.177257,3923432,1.282126,2.8215,3.544695,-71.770004,2.308714,,,,4.617428
,25/04/2023 15:05,23,,,12826318,11.200182,3939937,1.287562,2.5402,3.605621,-73.529999,2.077388,,,,4.154777
,25/04/2023 15:05,23,,,12824546,11.220036,3681785,1.202568,2.4467,2.636034,-71.720001,2.000499,,,,4.000998
,25/04/2023 15:05,23,,,12820422,11.26624,3643319,1.189908,1.8719,2.487482,-72.790001,1.527816,,,,3.055632
,25/04/2023 15:05,23,,,12811268,11.368782,3646216,1.190862,1.7625,2.498719,-73.940002,1.437852,,,,2.875703
,25/04/2023 15:05,23,,,12806761,11.419261,3653805,1.193359,2.0253,2.528118,-73.040001,1.653964,,,,3.307927
,25/04/2023 15:05,23,,,12804524,11.444314,3611442,1.179418,2.1825,2.363244,-71.849998,1.783236,,,,3.566472
,25/04/2023 15:05,23,,,12803035,11.460989,3341301,1.090557,1.9728,1.242996,-72.43,1.61079,,,,3.221581
,25/04/2023 15:05,23,,,12802450,11.46754,3378937,1.102933,2.2863,1.409632,-72.800003,1.868595,,,,3.737191
,25/04/2023 15:05,23,,,12802390,11.468212,3221459,1.051158,1.3816,0.668321,-71.559998,1.124621,,,,2.249241
,25/04/2023 15:05,23,,,12803072,11.460575,3229592,1.053831,2.9981,0.710186,-72.459999,2.45394,,,,4.907879
,25/04/2023 15:05,23,,,12803905,11.451246,3202817,1.04503,1.1501,0.570243,-375.5,0.934248,,,,1.868496
,MAX,,,,,12.039385,5774343,1.893151,7.1031,10.119048,-55.190002,5.829662,0,,0,11.659324
,MIN,,,,,11.09757,3202817,1.04503,1.1501,0.570243,-375.5,0.934248,0,,0,1.868496
